beam_name,length,concrete_area,concrete_cover,steel_area,frp_area,insulation_thickness,insulation_depth,conc_strength,steel_strength,frp_strength,glass_transition,thermal_conductivity,specific_heat,total_load,load_ratio,fire_resistance
I1_ B873,1340,62500,19,213.88,91.8,19.0,19.0,37.0,452,1034,88,0.126,456000,128.63,41.26,25
I1_ B874,2700,62500,19,379.84,42.5,19.0,19.0,35.0,429,4840,75,0.131,473000,66.67,47.15,85
I1_ B875,1540,62500,19,379.84,182.7,19.0,19.0,40.0,441,1034,85,0.128,462000,126.54,38.39,30
I1_ B876,1760,62500,19,379.84,25.3,19.0,19.0,27.0,427,4318,73,0.146,529000,90.1,71.78,35
I1_ B877,1600,62500,19,253.23,182.7,19.0,38.0,34.0,446,1034,83,0.156,562000,55.32,26.27,105
I1_ B878,2500,62500,19,253.23,36.3,19.0,38.0,38.0,415,4123,80,0.179,645000,38.59,59.82,40
I1_ B879,1700,62500,19,253.23,121.8,19.0,38.0,40.0,427,1034,87,0.179,645000,68.86,32.41,25
I1_ B880,1740,62500,19,213.88,66.3,19.0,38.0,30.0,459,1138,85,0.128,462000,50.46,32.35,110
I1_ B881,2200,62500,19,213.88,91.8,19.0,38.0,27.0,446,1034,85,0.13999999999999999,506000,51.51,36.37,85
I1_ B882,1680,62500,19,213.88,121.8,19.0,38.0,34.0,417,1034,83,0.146,529000,96.57,70.13,35
I1_ B883,1620,62500,19,379.84,52.8,19.0,38.0,40.0,444,4123,84,0.157,568000,92.64,44.43,120
I1_ B884,2320,62500,19,379.84,102.0,19.0,38.0,31.0,435,1138,82,0.166,601000,78.46,57.8,90
I1_ B885,1880,62500,19,379.84,56.1,19.0,38.0,39.0,457,4123,79,0.165,595000,133.74,69.94,45
I1_ B886,1900,62500,19,253.23,22.1,19.0,47.5,30.0,425,4840,72,0.14200000000000002,512000,44.33,34.4,135
I1_ B887,2240,62500,19,253.23,162.4,19.0,47.5,30.0,417,1068,84,0.162,584000,45.75,61.43,35
I1_ B888,2300,62500,19,253.23,39.6,19.0,47.5,34.0,444,4123,80,0.13699999999999998,495000,55.65,70.82,50
I1_ B889,1560,62500,19,213.88,91.8,19.0,47.5,28.0,438,1068,83,0.132,479000,80.79,28.09,115
I1_ B890,2460,62500,19,213.88,21.6,19.0,47.5,36.0,443,4100,75,0.16899999999999998,612000,42.18,33.61,95
I1_ B891,1540,62500,19,213.88,26.4,19.0,47.5,37.0,436,4123,75,0.13899999999999998,501000,79.34,70.27,35
I1_ B892,2520,62500,19,379.84,263.9,19.0,47.5,29.0,426,1068,82,0.15100000000000002,545000,49.2,32.25,125
I1_ B893,2640,62500,19,379.84,263.9,19.0,47.5,34.0,449,1034,86,0.126,456000,84.38,58.27,40
I1_ B894,2660,62500,19,379.84,43.2,19.0,47.5,32.0,423,4100,76,0.16799999999999998,607000,83.95,60.9,30
I1_ B895,2000,62500,19,253.23,31.2,19.0,57.0,33.0,450,4100,84,0.183,662000,55.59,32.11,110
I1_ B896,2580,62500,19,253.23,31.2,19.0,57.0,31.0,431,4100,77,0.125,451000,34.11,39.55,115
I1_ B897,2300,62500,19,253.23,22.1,19.0,57.0,38.0,440,4840,73,0.16799999999999998,607000,59.42,50.95,35
I1_ B898,2400,62500,19,213.88,120.0,19.0,57.0,29.0,444,1100,72,0.163,590000,53.94,43.33,120
I1_ B899,2160,62500,19,213.88,121.8,19.0,57.0,40.0,460,1068,83,0.157,568000,69.71,25.63,30
I1_ B900,1280,62500,19,213.88,66.3,19.0,57.0,29.0,445,1138,87,0.126,456000,106.3,50.04,35
I1_ B901,2360,62500,19,379.84,304.5,19.0,57.0,27.0,459,1034,82,0.146,529000,71.73,45.31,150
I1_ B902,2140,62500,19,379.84,25.3,19.0,57.0,36.0,422,4318,82,0.13899999999999998,501000,75.1,55.59,105
I1_ B903,1820,62500,19,379.84,183.6,19.0,57.0,30.0,449,1068,82,0.182,657000,149.07,60.09,25
I1_ B904,2040,62500,25,253.23,120.0,19.0,0.0,28.0,422,1100,73,0.163,590000,51.2,47.24,90
I1_ B905,2440,62500,25,253.23,182.7,19.0,0.0,32.0,442,1034,82,0.126,456000,42.28,61.93,35
I1_ B906,2200,62500,25,253.23,87.0,19.0,0.0,33.0,438,966,87,0.16799999999999998,607000,62.47,70.51,35
I1_ B907,1580,62500,25,213.88,90.0,19.0,0.0,31.0,448,1100,80,0.126,456000,70.68,43.78,105
I1_ B908,2380,62500,25,213.88,22.1,19.0,0.0,38.0,430,4840,84,0.134,484000,53.83,57.99,30
I1_ B909,2400,62500,25,213.88,19.8,19.0,0.0,34.0,450,4318,82,0.145,523000,60.47,68.15,45
I1_ B910,1640,62500,25,379.84,183.6,19.0,0.0,35.0,460,1034,82,0.183,662000,105.02,45.81,115
I1_ B911,2640,62500,25,379.84,223.3,19.0,0.0,33.0,438,1034,88,0.177,640000,50.94,55.22,80
I1_ B912,2760,62500,25,379.84,107.1,19.0,0.0,28.0,417,1138,84,0.152,551000,58.27,70.05,25
I1_ B913,1800,62500,25,253.23,91.8,19.0,25.0,30.0,435,1138,86,0.128,462000,43.62,39.75,100
I1_ B914,1860,62500,25,253.23,29.7,19.0,25.0,39.0,419,4123,83,0.163,590000,43.44,55.62,60
I1_ B915,2080,62500,25,253.23,66.3,19.0,25.0,38.0,457,1138,88,0.171,618000,63.78,47.76,40
I1_ B916,2160,62500,25,213.88,66.3,19.0,25.0,29.0,445,1138,86,0.149,540000,43.19,33.11,95
I1_ B917,1640,62500,25,213.88,21.6,19.0,25.0,38.0,423,4100,76,0.18000000000000002,651000,59.32,58.08,35
I1_ B918,1340,62500,25,213.88,61.2,19.0,25.0,34.0,416,1068,83,0.128,462000,119.53,70.17,35
I1_ B919,1520,62500,25,379.84,263.9,19.0,25.0,31.0,451,1034,85,0.128,462000,89.44,31.08,150
I1_ B920,2680,62500,25,379.84,40.8,19.0,25.0,31.0,422,4840,75,0.132,479000,69.1,59.9,35
I1_ B921,1560,62500,25,379.84,145.0,19.0,25.0,39.0,451,966,88,0.18000000000000002,651000,116.85,67.78,35
I1_ B922,2500,62500,25,253.23,91.8,19.0,50.0,35.0,451,1068,84,0.165,595000,30.99,26.84,145
I1_ B923,1600,62500,25,253.23,87.0,19.0,50.0,28.0,453,966,82,0.132,479000,59.4,55.36,105
I1_ B924,1520,62500,25,253.23,112.2,19.0,50.0,29.0,426,1034,85,0.12300000000000001,445000,111.89,70.17,35
I1_ B925,1960,62500,25,213.88,66.3,19.0,50.0,31.0,426,1138,87,0.16899999999999998,612000,40.15,29.62,150
I1_ B926,1460,62500,25,213.88,87.0,19.0,50.0,28.0,428,966,84,0.125,451000,84.97,64.03,40
I1_ B927,2160,62500,25,213.88,61.2,19.0,50.0,36.0,430,1138,84,0.179,645000,55.82,70.25,50
I1_ B928,1940,62500,25,379.84,263.9,19.0,50.0,29.0,415,1034,83,0.165,595000,68.41,33.89,130
I1_ B929,2800,62500,25,379.84,43.2,19.0,50.0,33.0,451,4100,75,0.148,534000,57.39,55.27,30
I1_ B930,2760,62500,25,379.84,182.7,19.0,50.0,40.0,436,1034,88,0.131,473000,74.66,69.68,45
I1_ B931,1840,62500,25,253.23,25.5,19.0,62.5,28.0,448,4840,77,0.185,668000,57.58,46.62,115
I1_ B932,1580,62500,25,253.23,31.2,19.0,62.5,35.0,443,4100,84,0.163,590000,70.83,44.61,40
I1_ B933,2180,62500,25,253.23,130.0,19.0,62.5,33.0,450,1100,77,0.126,456000,54.14,50.27,35
I1_ B934,1520,62500,25,213.88,90.0,19.0,62.5,40.0,425,1100,82,0.15100000000000002,545000,62.01,48.4,120
I1_ B935,1480,62500,25,213.88,90.0,19.0,62.5,28.0,422,1100,75,0.182,657000,84.26,36.26,35
I1_ B936,2420,62500,25,213.88,56.1,19.0,62.5,37.0,459,1138,84,0.156,562000,57.94,66.79,60
I1_ B937,1860,62500,25,379.84,127.5,19.0,62.5,27.0,451,1138,83,0.156,562000,58.75,43.47,180
I1_ B938,1940,62500,25,379.84,223.3,19.0,62.5,30.0,425,1068,85,0.163,590000,66.29,55.96,115
I1_ B939,2320,62500,25,379.84,182.7,19.0,62.5,40.0,434,1034,83,0.16799999999999998,607000,97.94,42.91,40
I1_ B940,1820,62500,25,253.23,25.5,19.0,75.0,30.0,458,4840,79,0.148,534000,62.93,46.64,145
I1_ B941,1840,62500,25,253.23,91.8,19.0,75.0,30.0,457,1138,88,0.131,473000,76.6,47.76,45
I1_ B942,1740,62500,25,253.23,31.2,19.0,75.0,36.0,450,4100,73,0.14200000000000002,512000,70.89,50.5,30
I1_ B943,1300,62500,25,213.88,29.7,19.0,75.0,32.0,431,4123,81,0.136,490000,60.89,45.17,145
I1_ B944,1240,62500,25,213.88,91.8,19.0,75.0,27.0,442,1034,82,0.18000000000000002,651000,103.89,38.18,30
I1_ B945,1460,62500,25,213.88,81.6,19.0,75.0,37.0,460,1068,83,0.166,601000,93.62,70.54,40
I1_ B946,1980,62500,25,379.84,116.0,19.0,75.0,37.0,444,966,88,0.136,490000,59.36,45.96,190
I1_ B947,2580,62500,25,379.84,30.6,19.0,75.0,40.0,456,4840,78,0.14300000000000002,518000,77.65,54.5,55
I1_ B948,2760,62500,25,379.84,182.7,19.0,75.0,39.0,439,1034,83,0.131,473000,60.76,43.34,35
I1_ B949,1920,60000,25,253.23,33.0,19.0,0.0,30.0,426,4123,82,0.15100000000000002,545000,69.74,45.87,95
I1_ B950,2800,60000,25,253.23,140.0,19.0,0.0,27.0,443,1100,75,0.136,490000,38.28,53.11,90
I1_ B951,2320,60000,25,253.23,66.3,19.0,0.0,28.0,417,1138,88,0.134,484000,75.69,70.74,30
I1_ B952,2800,60000,25,379.84,223.3,19.0,0.0,38.0,437,1034,88,0.14200000000000002,512000,50.19,46.81,115
I1_ B953,2320,60000,25,379.84,45.9,19.0,0.0,31.0,448,1138,85,0.16899999999999998,612000,67.35,60.98,100
I1_ B954,1740,60000,25,379.84,12.1,19.0,0.0,30.0,417,4318,73,0.126,456000,125.46,72.37,90
I1_ B955,2580,60000,25,253.23,26.4,19.0,25.0,33.0,451,4100,78,0.134,484000,51.65,48.33,105
I1_ B956,2700,60000,25,253.23,22.1,19.0,25.0,32.0,439,4840,75,0.145,523000,40.4,57.08,10
I1_ B957,1620,60000,25,253.23,121.8,19.0,25.0,40.0,449,1068,85,0.171,618000,109.9,68.91,40
I1_ B958,2560,60000,25,379.84,46.4,19.0,25.0,32.0,440,966,85,0.14300000000000002,518000,39.28,48.28,150
I1_ B959,2780,60000,25,379.84,203.0,19.0,25.0,27.0,419,1068,82,0.182,657000,83.42,61.11,35
I1_ B960,2180,60000,25,379.84,160.0,19.0,25.0,35.0,443,1100,78,0.145,523000,118.14,70.27,30
I1_ B961,2760,60000,25,253.23,18.7,19.0,50.0,34.0,448,4318,83,0.145,523000,38.51,45.02,120
I1_ B962,1580,60000,25,253.23,40.8,19.0,50.0,40.0,456,1138,83,0.156,562000,65.81,60.3,120
I1_ B963,2280,60000,25,253.23,142.1,19.0,50.0,35.0,437,1034,83,0.174,629000,77.66,70.3,35
I1_ B964,1520,60000,25,379.84,223.3,19.0,50.0,40.0,423,1034,86,0.13699999999999998,495000,133.33,33.16,140
I1_ B965,2140,60000,25,379.84,30.6,19.0,50.0,34.0,447,4840,80,0.182,657000,122.24,61.71,105
I1_ B966,2000,60000,25,379.84,45.9,19.0,50.0,31.0,456,1138,83,0.148,534000,97.65,71.55,110
I1_ B967,2080,60000,25,253.23,40.8,19.0,62.5,29.0,427,1138,88,0.179,645000,41.85,46.89,150
I1_ B968,2400,60000,25,253.23,110.0,19.0,62.5,35.0,441,1100,75,0.145,523000,76.32,62.09,40
I1_ B969,2220,60000,25,253.23,40.6,19.0,62.5,27.0,457,966,83,0.163,590000,58.85,73.1,115
I1_ B970,2060,60000,25,379.84,13.6,19.0,62.5,37.0,427,4840,77,0.149,540000,58.13,47.32,170
I1_ B971,1980,60000,25,379.84,243.6,19.0,62.5,29.0,441,1034,88,0.165,595000,116.98,55.18,115
I1_ B972,2220,60000,25,379.84,110.2,19.0,62.5,32.0,433,966,86,0.148,534000,86.13,71.07,45
I1_ B973,1960,60000,25,253.23,46.4,19.0,75.0,28.0,416,966,88,0.132,479000,45.44,48.73,165
I1_ B974,2740,60000,25,253.23,86.7,19.0,75.0,40.0,447,1138,84,0.16899999999999998,612000,44.78,57.54,40
I1_ B975,2440,60000,25,253.23,120.0,19.0,75.0,30.0,453,1100,75,0.185,668000,56.58,70.07,35
I1_ B976,1940,60000,25,379.84,13.2,19.0,75.0,40.0,435,4318,77,0.157,568000,62.71,47.86,165
I1_ B977,1940,60000,25,379.84,71.4,19.0,75.0,28.0,425,1034,87,0.145,523000,106.34,60.66,175
I1_ B978,1660,60000,25,379.84,45.9,19.0,75.0,33.0,421,1138,84,0.159,573000,105.55,72.66,120
I1_ B979,2400,60000,38,253.23,121.8,19.0,0.0,37.0,451,1034,87,0.166,601000,50.58,46.85,140
I1_ B980,2660,60000,38,253.23,56.1,19.0,0.0,28.0,445,1138,85,0.15100000000000002,545000,39.62,63.14,105
I1_ B981,1520,60000,38,253.23,101.5,19.0,0.0,34.0,416,1034,86,0.182,657000,82.73,68.69,25
I1_ B982,1940,60000,38,379.84,162.4,19.0,0.0,40.0,420,1034,82,0.15100000000000002,545000,58.53,42.14,165
I1_ B983,2500,60000,38,379.84,223.3,19.0,0.0,30.0,419,1034,85,0.132,479000,58.11,58.96,120
I1_ B984,1840,60000,38,379.84,160.0,19.0,0.0,31.0,436,1100,72,0.136,490000,112.42,70.22,25
I1_ B985,1600,60000,38,253.23,69.6,19.0,38.0,33.0,430,966,82,0.179,645000,76.78,48.36,135
I1_ B986,2080,60000,38,253.23,26.4,19.0,38.0,35.0,436,4100,80,0.13699999999999998,495000,60.88,60.37,120
I1_ B987,2540,60000,38,253.23,30.6,19.0,38.0,36.0,426,1138,84,0.13999999999999999,506000,40.42,69.52,115
I1_ B988,2300,60000,38,379.84,223.3,19.0,38.0,27.0,420,1034,83,0.125,451000,53.12,48.84,145
I1_ B989,1600,60000,38,379.84,203.0,19.0,38.0,40.0,421,1034,82,0.134,484000,138.38,62.55,40
I1_ B990,2280,60000,38,379.84,12.1,19.0,38.0,38.0,455,4318,82,0.163,590000,84.64,69.72,115
I1_ B991,2300,60000,38,253.23,17.0,19.0,76.0,40.0,431,4840,78,0.14300000000000002,518000,34.17,44.38,185
I1_ B992,2620,60000,38,253.23,35.7,19.0,76.0,28.0,419,1138,83,0.14300000000000002,518000,29.88,58.4,190
I1_ B993,1520,60000,38,253.23,40.6,19.0,76.0,32.0,456,966,82,0.14200000000000002,512000,77.12,71.41,130
I1_ B994,2420,60000,38,379.84,140.0,19.0,76.0,30.0,426,1100,84,0.13899999999999998,501000,60.72,47.17,175
I1_ B995,2380,60000,38,379.84,28.9,19.0,76.0,36.0,443,4840,74,0.177,640000,86.38,55.97,150
I1_ B996,2000,60000,38,379.84,71.4,19.0,76.0,31.0,436,1034,83,0.145,523000,81.76,72.03,135
I1_ B997,2720,60000,38,253.23,130.0,19.0,95.0,29.0,456,1100,80,0.125,451000,47.57,43.21,195
I1_ B998,1760,60000,38,253.23,102.0,19.0,95.0,38.0,458,1034,84,0.132,479000,59.15,55.47,150
I1_ B999,1920,60000,38,253.23,142.1,19.0,95.0,30.0,432,1034,84,0.13899999999999998,501000,69.22,69.9,60
I1_ B1000,2360,60000,38,379.84,76.5,19.0,95.0,32.0,439,1138,87,0.16799999999999998,607000,57.8,45.55,210
I1_ B1001,2060,60000,38,379.84,35.7,19.0,95.0,28.0,416,1138,84,0.134,484000,79.62,62.21,195
I1_ B1002,2720,60000,38,379.84,18.7,19.0,95.0,34.0,442,4318,85,0.157,568000,98.58,69.97,40
I1_ B1003,2420,60000,38,253.23,69.6,19.0,114.0,34.0,427,966,83,0.13699999999999998,495000,49.14,47.17,195
I1_ B1004,2180,60000,38,253.23,71.4,19.0,114.0,37.0,449,1138,85,0.13899999999999998,501000,59.59,56.37,45
I1_ B1005,1720,60000,38,253.23,61.2,19.0,114.0,36.0,430,1138,83,0.126,456000,99.34,69.99,60
I1_ B1006,2420,60000,38,379.84,33.6,19.0,114.0,29.0,442,4100,80,0.15100000000000002,545000,46.75,48.65,235
I1_ B1007,1580,60000,38,379.84,76.5,19.0,114.0,40.0,421,1138,84,0.156,562000,93.57,56.52,180
I1_ B1008,2480,60000,38,379.84,23.8,19.0,114.0,29.0,442,4840,75,0.165,595000,88.96,71.12,40
I1_ B1009,1540,75000,25,253.23,81.6,19.0,0.0,28.0,442,1138,88,0.156,562000,93.13,47.72,105
I1_ B1010,2140,75000,25,253.23,31.2,19.0,0.0,32.0,424,4100,76,0.16799999999999998,607000,70.38,61.02,35
I1_ B1011,1740,75000,25,253.23,90.0,19.0,0.0,40.0,426,1100,72,0.177,640000,102.12,70.24,30
I1_ B1012,3680,75000,25,395.91,102.0,19.0,0.0,38.0,419,1138,82,0.174,629000,29.96,45.54,130
I1_ B1013,3960,75000,25,395.91,43.2,19.0,0.0,34.0,426,4100,72,0.125,451000,42.94,61.89,35
I1_ B1014,3620,75000,25,395.91,132.6,19.0,0.0,36.0,457,1068,87,0.125,451000,51.87,70.57,55
I1_ B1015,2320,75000,25,379.84,43.2,19.0,0.0,36.0,456,4100,81,0.182,657000,59.77,42.41,140
I1_ B1016,2480,75000,25,379.84,132.6,19.0,0.0,37.0,415,1034,87,0.136,490000,67.91,58.12,90
I1_ B1017,1920,75000,25,379.84,127.5,19.0,0.0,39.0,426,1138,83,0.14200000000000002,512000,108.14,64.92,30
I1_ B1018,1820,75000,25,253.23,19.8,19.0,25.0,39.0,425,4318,82,0.148,534000,55.91,34.57,135
I1_ B1019,1760,75000,25,253.23,121.8,19.0,25.0,35.0,417,1068,82,0.131,473000,55.33,50.79,90
I1_ B1020,2080,75000,25,253.23,91.8,19.0,25.0,39.0,447,1068,82,0.152,551000,84.92,41.13,45
I1_ B1021,4800,75000,25,395.91,127.6,19.0,25.0,33.0,459,966,83,0.148,534000,22.36,44.78,115
I1_ B1022,3780,75000,25,395.91,42.9,19.0,25.0,39.0,422,4123,85,0.18000000000000002,651000,32.19,40.18,105
I1_ B1023,4840,75000,25,395.91,42.5,19.0,25.0,33.0,458,4840,72,0.148,534000,38.07,69.91,35
I1_ B1024,1780,75000,25,379.84,173.4,19.0,25.0,39.0,446,1034,88,0.14300000000000002,518000,79.09,42.49,150
I1_ B1025,1720,75000,25,379.84,223.3,19.0,25.0,34.0,436,1068,83,0.16899999999999998,612000,168.39,62.61,40
I1_ B1026,1540,75000,25,379.84,42.5,19.0,25.0,30.0,423,4840,74,0.16799999999999998,607000,166.38,69.82,30
I1_ B1027,1940,75000,25,253.23,66.3,19.0,50.0,28.0,424,1138,87,0.16899999999999998,612000,39.92,43.39,115
I1_ B1028,2440,75000,25,253.23,130.0,19.0,50.0,31.0,442,1100,72,0.162,584000,55.69,42.57,35
I1_ B1029,2740,75000,25,253.23,90.0,19.0,50.0,39.0,451,1100,80,0.134,484000,49.81,42.68,35
I1_ B1030,3680,75000,25,395.91,43.2,19.0,50.0,36.0,451,4100,75,0.179,645000,34.13,37.72,135
I1_ B1031,3940,75000,25,395.91,112.2,19.0,50.0,32.0,435,1138,85,0.14200000000000002,512000,36.44,57.64,110
I1_ B1032,4760,75000,25,395.91,180.0,19.0,50.0,39.0,423,1100,82,0.129,467000,40.89,59.8,45
I1_ B1033,2480,75000,25,379.84,132.6,19.0,50.0,40.0,435,1034,82,0.15100000000000002,545000,62.85,33.31,170
I1_ B1034,1720,75000,25,379.84,263.9,19.0,50.0,39.0,452,1034,86,0.128,462000,114.96,44.45,30
I1_ B1035,2420,75000,25,379.84,34.0,19.0,50.0,35.0,451,4840,85,0.126,456000,110.09,70.57,35
I1_ B1036,2640,75000,25,253.23,31.2,19.0,62.5,35.0,425,4100,83,0.163,590000,55.73,47.14,130
I1_ B1037,2000,75000,25,253.23,110.0,19.0,62.5,34.0,434,1100,73,0.16899999999999998,612000,74.71,61.46,35
I1_ B1038,1520,75000,25,253.23,121.8,19.0,62.5,32.0,431,1068,83,0.174,629000,110.42,32.67,40
I1_ B1039,3600,75000,25,395.91,153.0,19.0,62.5,33.0,433,1068,85,0.16799999999999998,607000,37.1,48.28,140
I1_ B1040,4540,75000,25,395.91,153.0,19.0,62.5,29.0,458,1068,83,0.156,562000,34.26,59.12,105
I1_ B1041,5140,75000,25,395.91,43.2,19.0,62.5,35.0,419,4100,76,0.129,467000,36.07,60.81,45
I1_ B1042,1560,75000,25,379.84,180.0,19.0,62.5,31.0,428,1100,83,0.176,634000,115.06,47.64,140
I1_ B1043,2220,75000,25,379.84,183.6,19.0,62.5,29.0,450,1068,82,0.136,490000,82.53,46.02,125
I1_ B1044,2480,75000,25,379.84,43.2,19.0,62.5,29.0,446,4100,79,0.182,657000,85.32,62.03,35
I1_ B1045,1920,75000,25,253.23,18.7,19.0,75.0,33.0,438,4318,81,0.14200000000000002,512000,56.5,44.06,170
I1_ B1046,2720,75000,25,253.23,91.8,19.0,75.0,29.0,433,1068,87,0.15100000000000002,545000,52.25,31.83,145
I1_ B1047,2520,75000,25,253.23,122.4,19.0,75.0,35.0,425,1034,86,0.176,634000,85.7,70.73,50
I1_ B1048,4160,75000,25,395.91,145.0,19.0,75.0,37.0,438,966,88,0.126,456000,29.59,45.4,165
I1_ B1049,3600,75000,25,395.91,263.9,19.0,75.0,33.0,459,1068,82,0.16799999999999998,607000,43.02,57.28,55
I1_ B1050,3900,75000,25,395.91,42.9,19.0,75.0,40.0,431,4123,82,0.134,484000,43.42,53.08,45
I1_ B1051,2140,75000,25,379.84,122.4,19.0,75.0,36.0,421,1068,83,0.157,568000,61.97,45.1,155
I1_ B1052,1840,75000,25,379.84,127.5,19.0,75.0,36.0,429,1138,87,0.165,595000,122.85,51.26,40
I1_ B1053,1800,75000,25,379.84,182.7,19.0,75.0,35.0,435,1068,87,0.128,462000,157.1,42.31,30
I1_ B1054,2500,75000,38,253.23,42.9,19.0,0.0,28.0,457,4123,78,0.16799999999999998,607000,48.7,48.33,115
I1_ B1055,1800,75000,38,253.23,66.3,19.0,0.0,30.0,420,1138,88,0.177,640000,90.11,57.65,35
I1_ B1056,1640,75000,38,253.23,25.5,19.0,0.0,28.0,439,4840,72,0.166,601000,122.11,69.59,30
I1_ B1057,3780,75000,38,395.91,56.1,19.0,0.0,29.0,433,4123,83,0.163,590000,28.25,46.77,175
I1_ B1058,4000,75000,38,395.91,27.5,19.0,0.0,37.0,446,4318,81,0.134,484000,36.49,52.7,135
I1_ B1059,3660,75000,38,395.91,39.1,19.0,0.0,37.0,425,4840,83,0.16899999999999998,612000,49.55,68.93,35
I1_ B1060,2400,75000,38,379.84,170.0,19.0,0.0,35.0,445,1100,81,0.177,640000,51.8,44.84,175
I1_ B1061,2560,75000,38,379.84,180.0,19.0,0.0,36.0,460,1100,75,0.145,523000,98.36,55.41,125
I1_ B1062,2100,75000,38,379.84,139.2,19.0,0.0,37.0,427,966,85,0.13899999999999998,501000,96.72,68.27,25
I1_ B1063,2040,75000,38,253.23,91.8,19.0,38.0,30.0,451,1068,83,0.13999999999999999,506000,53.58,42.57,110
I1_ B1064,2660,75000,38,253.23,29.7,19.0,38.0,37.0,447,4123,76,0.18000000000000002,651000,40.6,59.09,75
I1_ B1065,1980,75000,38,253.23,22.0,19.0,38.0,35.0,450,4318,73,0.176,634000,102.35,66.55,35
I1_ B1066,4160,75000,38,395.91,223.3,19.0,38.0,39.0,440,1034,85,0.14200000000000002,512000,27.5,45.06,170
I1_ B1067,4960,75000,38,395.91,127.5,19.0,38.0,27.0,448,1138,88,0.148,534000,31.76,56.72,125
I1_ B1068,5220,75000,38,395.91,23.1,19.0,38.0,34.0,421,4318,75,0.15100000000000002,545000,28.66,68.17,40
I1_ B1069,2420,75000,38,379.84,91.8,19.0,38.0,39.0,439,1138,85,0.13699999999999998,495000,56.32,40.18,210
I1_ B1070,2160,75000,38,379.84,127.6,19.0,38.0,33.0,460,966,88,0.162,584000,82.61,60.12,40
I1_ B1071,2300,75000,38,379.84,182.7,19.0,38.0,27.0,423,1068,83,0.13999999999999999,506000,113.02,43.41,25
I1_ B1072,1940,75000,38,253.23,91.8,19.0,76.0,39.0,426,1068,88,0.154,556000,57.86,27.4,165
I1_ B1073,2600,75000,38,253.23,121.8,19.0,76.0,40.0,442,1068,85,0.149,540000,38.27,23.51,160
I1_ B1074,2340,75000,38,253.23,22.1,19.0,76.0,35.0,450,4840,79,0.179,645000,58.98,51.16,30
I1_ B1075,5080,75000,38,395.91,182.7,19.0,76.0,38.0,434,1068,86,0.16,579000,22.13,27.13,210
I1_ B1076,3720,75000,38,395.91,43.2,19.0,76.0,36.0,453,4100,73,0.145,523000,34.14,45.81,155
I1_ B1077,4100,75000,38,395.91,42.5,19.0,76.0,34.0,448,4840,73,0.132,479000,45.69,69.53,55
I1_ B1078,1820,75000,38,379.84,223.3,19.0,76.0,27.0,460,1068,87,0.131,473000,75.61,48.3,215
I1_ B1079,1820,75000,38,379.84,180.0,19.0,76.0,27.0,448,1100,82,0.179,645000,107.73,52.35,30
I1_ B1080,2060,75000,38,379.84,182.7,19.0,76.0,39.0,440,1068,85,0.13999999999999999,506000,145.59,41.15,35
I1_ B1081,1560,75000,38,253.23,121.8,19.0,95.0,27.0,447,1068,86,0.148,534000,68.03,22.76,225
I1_ B1082,1700,75000,38,253.23,121.8,19.0,95.0,37.0,448,1068,87,0.171,618000,79.73,25.72,160
I1_ B1083,2660,75000,38,253.23,182.7,19.0,95.0,34.0,450,1034,84,0.129,467000,59.13,39.44,35
I1_ B1084,5500,75000,38,395.91,52.8,19.0,95.0,27.0,417,4100,76,0.14300000000000002,518000,19.28,43.04,235
I1_ B1085,4280,75000,38,395.91,130.0,19.0,95.0,40.0,439,1100,77,0.128,462000,30.22,43.69,160
I1_ B1086,3960,75000,38,395.91,30.6,19.0,95.0,39.0,426,4840,76,0.18000000000000002,651000,40.9,60.28,60
I1_ B1087,2000,75000,38,379.84,27.5,19.0,95.0,30.0,433,4318,80,0.162,584000,62.71,47.0,210
I1_ B1088,2340,75000,38,379.84,43.2,19.0,95.0,36.0,428,4100,80,0.152,551000,69.52,45.55,170
I1_ B1089,1620,75000,38,379.84,35.7,19.0,95.0,32.0,436,4840,81,0.16,579000,167.01,69.68,40
I1_ B1090,1980,75000,38,253.23,112.2,19.0,114.0,29.0,443,1034,85,0.149,540000,53.73,43.43,230
I1_ B1091,2000,75000,38,253.23,75.4,19.0,114.0,36.0,430,966,83,0.132,479000,51.86,38.78,210
I1_ B1092,1520,75000,38,253.23,19.8,19.0,114.0,39.0,459,4318,75,0.13699999999999998,495000,116.65,56.33,45
I1_ B1093,4600,75000,38,395.91,27.5,19.0,114.0,39.0,434,4318,77,0.126,456000,23.45,40.05,245
I1_ B1094,3800,75000,38,395.91,243.6,19.0,114.0,37.0,433,1034,88,0.15100000000000002,545000,35.56,52.43,165
I1_ B1095,3700,75000,38,395.91,127.5,19.0,114.0,27.0,431,1138,86,0.16899999999999998,612000,48.89,70.27,45
I1_ B1096,2220,75000,38,379.84,132.6,19.0,114.0,27.0,422,1068,85,0.136,490000,55.58,35.63,245
I1_ B1097,1740,75000,38,379.84,182.7,19.0,114.0,31.0,418,1068,86,0.15100000000000002,545000,118.17,32.56,185
I1_ B1098,1680,75000,38,379.84,127.5,19.0,114.0,29.0,435,1138,88,0.183,662000,170.42,70.06,50
I1_ B1099,5400,90000,25,395.91,127.6,19.0,0.0,38.0,457,966,86,0.162,584000,25.2,46.36,115
I1_ B1100,3760,90000,25,395.91,156.6,19.0,0.0,39.0,443,966,85,0.159,573000,37.92,51.61,80
